"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
761410300,37,37322,373220005,"761-4103",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","乙","オツ",,,"大木戸","オオキド",,,,,
761411200,37,37322,373220005,"761-4112",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","乙","オツ",,,"鹿島","カシマ",,,,,
761411500,37,37322,373220005,"761-4115",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","乙","オツ",,,"小瀬","コセ",,,,,
761411400,37,37322,373220005,"761-4114",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","乙","オツ",,,"千軒","センケン",,,,,
761410500,37,37322,373220005,"761-4105",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","乙","オツ",,,"西本町","ニシホンチョウ",,,,,
761411100,37,37322,373220005,"761-4111",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","乙","オツ",,,"東港","ヒガシミナト",,,,,
761410600,37,37322,373220005,"761-4106",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","乙","オツ",,,"本町","ホンチョウ",,,,,
761410200,37,37322,373220005,"761-4102",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","乙","オツ",,,"港新町","ミナトシンマチ",,,,,
761411300,37,37322,373220005,"761-4113",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","乙","オツ",,,"柳","ヤナギ",,,,,
761410400,37,37322,373220005,"761-4104",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","乙","オツ",,,"吉ケ浦","ヨシガウラ",,,,,
761414400,37,37322,373220006,"761-4144",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","小海","オミ",,,,,,,,,
761415400,37,37322,373220007,"761-4154",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","笠滝","カサガダキ",,,,,,,,,
761412200,37,37322,373220008,"761-4122",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","上庄","カミショウ",,,,,,,,,
761415200,37,37322,373220009,"761-4152",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","黒岩","クロイワ",,,,,,,,,
761410101,37,37322,373220010,"761-4101",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,,,,,,,
761410301,37,37322,373220010,"761-4103",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,"大木戸","オオキド",,,,,
761411201,37,37322,373220010,"761-4112",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,"鹿島","カシマ",,,,,
761411501,37,37322,373220010,"761-4115",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,"小瀬","コセ",,,,,
761411401,37,37322,373220010,"761-4114",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,"千軒","センケン",,,,,
761410501,37,37322,373220010,"761-4105",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,"西本町","ニシホンチョウ",,,,,
761411101,37,37322,373220010,"761-4111",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,"東港","ヒガシミナト",,,,,
761410601,37,37322,373220010,"761-4106",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,"本町","ホンチョウ",,,,,
761410201,37,37322,373220010,"761-4102",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,"港新町","ミナトシンマチ",,,,,
761411301,37,37322,373220010,"761-4113",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,"柳","ヤナギ",,,,,
761410401,37,37322,373220010,"761-4104",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,"吉ケ浦","ヨシガウラ",,,,,
761419400,37,37322,373220010,"761-4194",1,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,,,,"タカラ繊維　（株）","タカラセンイ　カブシキガイシヤ","淵崎甲５３１－１",
761419300,37,37322,373220010,"761-4193",1,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,,,,"土庄高等学校","トノシヨウコウトウガツコウ","甲２８２－１",
761419200,37,37322,373220010,"761-4192",1,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","甲","コウ",,,,,,"土庄町役場","トノシヨウチヨウヤクバ","甲５５９－２",
761415300,37,37322,373220011,"761-4153",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","小馬越","コウマゴエ",,,,,,,,,
761414600,37,37322,373220012,"761-4146",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","小部","コベ",,,,,,,,,
761413400,37,37322,373220013,"761-4134",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","滝宮","タキノミヤ",,,,,,,,,
761466100,37,37322,373220014,"761-4661",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","豊島家浦","テシマイエウラ",,,,,,,,,
761466200,37,37322,373220015,"761-4662",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","豊島唐櫃","テシマカラト",,,,,,,,,
761466300,37,37322,373220016,"761-4663",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","豊島甲生","テシマコウ",,,,,,,,,
761413300,37,37322,373220017,"761-4133",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","長浜","ナガハマ",,,,,,,,,
761415100,37,37322,373220018,"761-4151",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","肥土山","ヒトヤマ",,,,,,,,,
761412100,37,37322,373220019,"761-4121",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","渕崎","フチザキ",,,,,,,,,
761414300,37,37322,373220020,"761-4143",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","見目","ミメ",,,,,,,,,
761414200,37,37322,373220021,"761-4142",0,0,"香川県","カガワケン","小豆郡土庄町","ショウズグントノショウチョウ","屋形崎","ヤカタザキ",,,,,,,,,
761430000,37,37324,373240000,"761-4300",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ",,"　","（該当なし）",,,,,,,,
761440300,37,37324,373240001,"761-4403",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","当浜","アテハマ",,,,,,,,,
761430100,37,37324,373240002,"761-4301",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","池田","イケダ",,,,,,,,,
761439300,37,37324,373240002,"761-4393",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","池田","イケダ",,,,,,"株式会社　ナガセ","カブシキガイシヤ　ナガセ","池田２１２５",
761439800,37,37324,373240002,"761-4398",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","池田","イケダ",,,,,,"東洋オリーブ　株式会社","トウヨウオリ－ブ　カブシキガイシヤ","池田９８４－５",
761438800,37,37324,373240002,"761-4388",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","池田","イケダ",,,,,,"小豆島町役場","シヨウドシマチヨウヤクバ","池田２１００－４",
761439200,37,37324,373240002,"761-4392",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","池田","イケダ",,,,,,"小豆島総合食品　株式会社","シヨウドシマソウゴウシヨクヒン　カブシキガイシヤ","池田３６２９－１",
761439500,37,37324,373240002,"761-4395",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","池田","イケダ",,,,,,"有限会社　井上誠耕園","ユウゲンガイシヤ　イノウエセイコウエン","池田２３５２",
761439600,37,37324,373240002,"761-4396",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","池田","イケダ",,,,,,"丸善製麺工場　有限会社","マルゼンセイメンコウジヨウ　ユウゲンガイシヤ","池田２３９３－２",
761439700,37,37324,373240002,"761-4397",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","池田","イケダ",,,,,,"小豆島手延素麺協同組合","シヨウドシマテノベソウメンキヨウドウクミアイ","池田１０３１",
761440400,37,37324,373240003,"761-4404",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","岩谷","イワガタニ",,,,,,,,,
761442600,37,37324,373240004,"761-4426",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","馬木","ウマキ",,,,,,,,,
761449400,37,37324,373240004,"761-4494",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","馬木","ウマキ",,,,,,"島乃香　株式会社","シマノカ　カブシキガイシヤ","馬木甲１８２",
761443100,37,37324,373240005,"761-4431",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","片城","カタジョウ",,,,,,,,,
761448900,37,37324,373240005,"761-4489",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","片城","カタジョウ",,,,,,"中国電力ネットワーク　株式会社　小豆島ネットワークセンター","チユウゴクデンリヨクネツトワ－ク　カブシキカイシヤ　シヨウドシマネツトワ－クセンタ－","片城甲４４－１３０",
761430700,37,37324,373240006,"761-4307",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","蒲野","カマノ",,,,,,,,,
761430200,37,37324,373240007,"761-4302",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","蒲生","カモウ",,,,,,,,,
761443300,37,37324,373240008,"761-4433",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","神懸通","カンカケドオリ",,,,,,,,,
761449500,37,37324,373240008,"761-4495",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","神懸通","カンカケドオリ",,,,,,"丸島醤油　株式会社","マルシマシヨウユ　カブシキガイシヤ","神懸通甲８８１",
761441200,37,37324,373240009,"761-4412",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","木庄","キノショウ",,,,,,,,,
761443200,37,37324,373240010,"761-4432",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","草壁本町","クサカベホンマチ",,,,,,,,,
761449600,37,37324,373240010,"761-4496",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","草壁本町","クサカベホンマチ",,,,,,"株式会社　亜味撰","カブシキガイシヤ　アミセン","草壁本町５７２－３２",
761430800,37,37324,373240011,"761-4308",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","神浦","コウノウラ",,,,,,,,,
761442500,37,37324,373240012,"761-4425",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","坂手","サカテ",,,,,,,,,
761440500,37,37324,373240013,"761-4405",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","橘","タチバナ",,,,,,,,,
761442400,37,37324,373240014,"761-4424",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","田浦","タノウラ",,,,,,,,,
761430300,37,37324,373240015,"761-4303",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","中山","ナカヤマ",,,,,,,,,
761415500,37,37324,373240015,"761-4155",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","中山","ナカヤマ",,,"美しの原高原","ウツクシノハラコウゲン",,,,,
761415501,37,37324,373240015,"761-4155",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","中山","ナカヤマ",,,"蛙子鳴滝","カエルゴナルタキ",,,,,
761443400,37,37324,373240016,"761-4434",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","西村","ニシムラ",,,,,,,,,
761442100,37,37324,373240017,"761-4421",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","苗羽","ノウマ",,,,,,,,,
761449800,37,37324,373240017,"761-4498",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","苗羽","ノウマ",,,,,,"盛田　株式会社　小豆島工場","モリタ　カブシキガイシヤ　シヨウドシマコウジヨウ","苗羽甲１８５０",
761449700,37,37324,373240017,"761-4497",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","苗羽","ノウマ",,,,,,"株式会社　島一","カブシキガイシヤ　シマイチ","苗羽甲１５０６",
761449300,37,37324,373240017,"761-4493",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","苗羽","ノウマ",,,,,,"宝食品　株式会社","タカラシヨクヒン　カブシキガイシヤ","苗羽甲２２２６－１５",
761440200,37,37324,373240018,"761-4402",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","福田","フクダ",,,,,,,,,
761430500,37,37324,373240019,"761-4305",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","二面","フタオモテ",,,,,,,,,
761442200,37,37324,373240020,"761-4422",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","古江","フルエ",,,,,,,,,
761442300,37,37324,373240021,"761-4423",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","堀越","ホリコシ",,,,,,,,,
761430400,37,37324,373240022,"761-4304",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","室生","ムロウ",,,,,,,,,
761441100,37,37324,373240023,"761-4411",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","安田","ヤスダ",,,,,,,,,
761449200,37,37324,373240023,"761-4492",1,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","安田","ヤスダ",,,,,,"小豆島町役場　分庁舎（内海庁舎）","シヨウドシマチヨウヤクバ　ブンチヨウシヤ（ウチノミチヨウシヤ）","安田甲１４４－９０",
761440100,37,37324,373240024,"761-4401",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","吉田","ヨシダ",,,,,,,,,
761430600,37,37324,373240025,"761-4306",0,0,"香川県","カガワケン","小豆郡小豆島町","ショウズグンショウドシマチョウ","吉野","ヨシノ",,,,,,,,,
761070000,37,37341,373410000,"761-0700",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ",,"　","（該当なし）",,,,,,,,
761061400,37,37341,373410001,"761-0614",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","朝倉","アサクラ",,,,,,,,,
761070100,37,37341,373410002,"761-0701",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","池戸","イケノベ",,,,,,,,,
761079500,37,37341,373410002,"761-0795",1,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","池戸","イケノベ",,,,,,"香川大学　農学部","カガワダイガク　ノウガクブ","池戸２３９３",
761079300,37,37341,373410002,"761-0793",1,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","池戸","イケノベ",,,,,,"香川大学　医学部","カガワダイガク　イガクブ","池戸１７５０－１",
761082300,37,37341,373410003,"761-0823",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","井戸","イド",,,,,,,,,
761070500,37,37341,373410004,"761-0705",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","井上","イノウエ",,,,,,,,,
761082200,37,37341,373410005,"761-0822",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","奥山","オクヤマ",,,,,,,,,
761082100,37,37341,373410006,"761-0821",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","鹿庭","カニワ",,,,,,,,,
761061300,37,37341,373410007,"761-0613",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","上高岡","カミタカオカ",,,,,,,,,
761061500,37,37341,373410008,"761-0615",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","小蓑","コミノ",,,,,,,,,
761070300,37,37341,373410009,"761-0703",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","鹿伏","シシブセ",,,,,,,,,
761070400,37,37341,373410010,"761-0704",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","下高岡","シモタカオカ",,,,,,,,,
761061100,37,37341,373410011,"761-0611",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","田中","タナカ",,,,,,,,,
761061200,37,37341,373410012,"761-0612",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","氷上","ヒカミ",,,,,,,,,
761069200,37,37341,373410012,"761-0692",1,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","氷上","ヒカミ",,,,,,"三木町役場","ミキチヨウヤクバ","氷上３１０",
761070200,37,37341,373410013,"761-0702",0,0,"香川県","カガワケン","木田郡三木町","キタグンミキチョウ","平木","ヒラギ",,,,,,,,,
761311000,37,37364,373640000,"761-3110",0,0,"香川県","カガワケン","香川郡直島町","カガワグンナオシマチョウ",,"　","（全域）",,,,,,,,
769021000,37,37386,373860001,"769-0210",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ",,"　","（直番地）",,,,,,,,
769020000,37,37386,373860000,"769-0200",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ",,"　","（該当なし）",,,,,,,,
769029200,37,37386,373860001,"769-0292",1,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ",,"　","（直番地）",,,,,"宇多津町役場","ウタヅチヨウヤクバ","１８８１",
769029600,37,37386,373860001,"769-0296",1,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ",,"　","（直番地）",,,,,"郷照寺","ゴウシヨウジ","１４３５",
769022700,37,37386,373860002,"769-0227",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","岩屋","イワヤ",,,,,,,,,
769022200,37,37386,373860003,"769-0222",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","大橋","オオハシ",,,,,,,,,
769022600,37,37386,373860004,"769-0226",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","坂下","サカシタ",,,,,,,,,
769021100,37,37386,373860005,"769-0211",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","十楽寺","ジュウラクジ",,,,,,,,,
769022300,37,37386,373860006,"769-0223",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","新開","シンガイ",,,,,,,,,
769022500,37,37386,373860007,"769-0225",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","新町","シンマチ",,,,,,,,,
769021200,37,37386,373860008,"769-0212",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","沼ノ池","ヌマノイケ",,,,,,,,,
769020100,37,37386,373860009,"769-0201",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","浜一番丁","ハマ０１バンチョウ",,,,,,,,,
769020200,37,37386,373860010,"769-0202",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","浜二番丁","ハマ０２バンチョウ",,,,,,,,,
769020300,37,37386,373860011,"769-0203",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","浜三番丁","ハマ０３バンチョウ",,,,,,,,,
769020400,37,37386,373860012,"769-0204",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","浜四番丁","ハマ０４バンチョウ",,,,,,,,,
769020500,37,37386,373860013,"769-0205",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","浜五番丁","ハマ０５バンチョウ",,,,,,,,,
769020600,37,37386,373860014,"769-0206",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","浜六番丁","ハマ０６バンチョウ",,,,,,,,,
769020700,37,37386,373860015,"769-0207",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","浜七番丁","ハマ０７バンチョウ",,,,,,,,,
769020800,37,37386,373860016,"769-0208",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","浜八番丁","ハマ０８バンチョウ",,,,,,,,,
769020900,37,37386,373860017,"769-0209",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","浜九番丁","ハマ０９バンチョウ",,,,,,,,,
769021300,37,37386,373860018,"769-0213",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","東分","ヒガシブン",,,,,,,,,
769022400,37,37386,373860019,"769-0224",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","平山","ヒラヤマ",,,,,,,,,
769022800,37,37386,373860020,"769-0228",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","向山","ムカウヤマ",,,,,,,,,
769022100,37,37386,373860021,"769-0221",0,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","吉田","ヨシダ",,,,,,,,,
769029300,37,37386,373860021,"769-0293",1,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","吉田","ヨシダ",,,,,,"ＹＫＫＡＰ　株式会社　四国事業所","ワイケイケイエ－ピ－　カブシキガイシヤ　シコクジギヨウシヨ","吉田４０００",
769029500,37,37386,373860021,"769-0295",1,0,"香川県","カガワケン","綾歌郡宇多津町","アヤウタグンウタヅチョウ","吉田","ヨシダ",,,,,,"トラスコ中山　（株）　高松営業所","トラスコナカヤマ　カブシキガイシヤ　タカマツエイギヨウシヨ","吉田",
761230000,37,37387,373870000,"761-2300",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ",,"　","（該当なし）",,,,,,,,
761220800,37,37387,373870001,"761-2208",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","牛川","ウシカワ",,,,,,,,,
761230700,37,37387,373870002,"761-2307",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","小野","オノ",,,,,,,,,
761230400,37,37387,373870003,"761-2304",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","萱原","カヤハラ",,,,,,,,,
761230600,37,37387,373870004,"761-2306",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","北","キタ",,,,,,,,,
761239500,37,37387,373870004,"761-2395",1,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","北","キタ",,,,,,"香川県立　農業経営高等学校","カガワケンリツ　ノウギヨウケイエイコウトウガツコウ","北１０２３－１",
761210300,37,37387,373870005,"761-2103",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","陶","スエ",,,,,,,,,
761210200,37,37387,373870006,"761-2102",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","千疋","センビキ",,,,,,,,,
761220200,37,37387,373870007,"761-2202",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","枌所西","ソギショニシ",,,,,,,,,
761220100,37,37387,373870008,"761-2201",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","枌所東","ソギショヒガシ",,,,,,,,,
761230500,37,37387,373870009,"761-2305",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","滝宮","タキノミヤ",,,,,,,,,
761239200,37,37387,373870009,"761-2392",1,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","滝宮","タキノミヤ",,,,,,"綾川町役場","アヤガワチヨウヤクバ","滝宮２９９",
761239300,37,37387,373870009,"761-2393",1,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","滝宮","タキノミヤ",,,,,,"香川県厚生農業協同組合連合会　滝宮総合病院","カガワケンコウセイノウギヨウキヨウドウクミアイレンゴウカイ　タキノミヤソウゴウビヨウイン","滝宮４８６",
761239600,37,37387,373870009,"761-2396",1,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","滝宮","タキノミヤ",,,,,,"香川松下電工　株式会社","カガワマツシタデンコウ　カブシキカイシヤ","滝宮２８４１－１",
761220600,37,37387,373870010,"761-2206",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","西分","ニシブン",,,,,,,,,
761210100,37,37387,373870011,"761-2101",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","畑田","ハタダ",,,,,,,,,
761220700,37,37387,373870012,"761-2207",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","羽床上","ハユカカミ",,,,,,,,,
761230800,37,37387,373870013,"761-2308",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","羽床下","ハユカシモ",,,,,,,,,
761220500,37,37387,373870014,"761-2205",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","東分","ヒガシブン",,,,,,,,,
761220300,37,37387,373870015,"761-2203",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","山田上","ヤマダカミ",,,,,,,,,
761220400,37,37387,373870016,"761-2204",0,0,"香川県","カガワケン","綾歌郡綾川町","アヤウタグンアヤガワチョウ","山田下","ヤマダシモ",,,,,,,,,
766000101,37,37403,374030004,"766-0001",0,1,"香川県","カガワケン","仲多度郡琴平町","ナカタドグンコトヒラチョウ","琴平町",,,,"川西","カワニシ",,,,,
766000201,37,37403,374030004,"766-0002",0,1,"香川県","カガワケン","仲多度郡琴平町","ナカタドグンコトヒラチョウ","琴平町",,,,"川東","カワヒガシ",,,,,
766000000,37,37403,374030000,"766-0000",0,0,"香川県","カガワケン","仲多度郡琴平町","ナカタドグンコトヒラチョウ",,"　","（該当なし）",,,,,,,,
766850100,37,37403,374030000,"766-8501",1,0,"香川県","カガワケン","仲多度郡琴平町","ナカタドグンコトヒラチョウ",,"　","（該当なし）",,,,,"金刀比羅宮","コトヒラグウ","８９２－１",
766000400,37,37403,374030001,"766-0004",0,0,"香川県","カガワケン","仲多度郡琴平町","ナカタドグンコトヒラチョウ","榎井","エナイ",,,,,,,,,
766850200,37,37403,374030001,"766-8502",1,0,"香川県","カガワケン","仲多度郡琴平町","ナカタドグンコトヒラチョウ","榎井","エナイ",,,,,,"琴平町役場","コトヒラチヨウヤクバ","榎井８１７－１０",
766000600,37,37403,374030002,"766-0006",0,0,"香川県","カガワケン","仲多度郡琴平町","ナカタドグンコトヒラチョウ","上櫛梨","カミクシナシ",,,,,,,,,
