"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
760000000,37,37201,372010000,"760-0000",0,0,"香川県","カガワケン","高松市","タカマツシ",,"　","（該当なし）",,,,,,,,
760000200,37,37201,372010001,"760-0002",0,0,"香川県","カガワケン","高松市","タカマツシ","茜町","アカネチョウ",,,,,,,,,
760006400,37,37201,372010002,"760-0064",0,0,"香川県","カガワケン","高松市","タカマツシ","朝日新町","アサヒシンマチ",,,,,,,,,
761852000,37,37201,372010002,"761-8520",1,0,"香川県","カガワケン","高松市","タカマツシ","朝日新町","アサヒシンマチ",,,,,,"株式会社　菱屋","カブシキガイシヤ　ヒシヤ","朝日新町１８－２２",
760006500,37,37201,372010003,"760-0065",0,0,"香川県","カガワケン","高松市","タカマツシ","朝日町","アサヒマチ",,,,,,,,,
760855700,37,37201,372010003,"760-8557",1,0,"香川県","カガワケン","高松市","タカマツシ","朝日町","アサヒマチ",,,,,,"香川県立　中央病院","カガワケンリツ　チユウオウビヨウイン","朝日町１丁目２－１",
760853700,37,37201,372010003,"760-8537",1,0,"香川県","カガワケン","高松市","タカマツシ","朝日町","アサヒマチ",,,,,,"香川県　社会保険診療報酬支払基金","カガワケン　シヤカイホケンシンリヨウホウシユウシハライキキン","朝日町２丁目１７－３",
761013000,37,37201,372010004,"761-0130",0,0,"香川県","カガワケン","高松市","タカマツシ","庵治町","アジチョウ",,,,,,,,,
761019800,37,37201,372010004,"761-0198",1,0,"香川県","カガワケン","高松市","タカマツシ","庵治町","アジチョウ",,,,,,"国立療養所　大島青松園","コクリツリヨウヨウシヨ　オオシマセイシヨウエン","庵治町６０３４－１",
761018700,37,37201,372010004,"761-0187",1,0,"香川県","カガワケン","高松市","タカマツシ","庵治町","アジチョウ",,,,,,"高松市役所　庵治支所","タカマツシヤクシヨ　アジシシヨ","庵治町６３９３－５",
761803300,37,37201,372010005,"761-8033",0,0,"香川県","カガワケン","高松市","タカマツシ","飯田町","イイダチョウ",,,,,,,,,
761800200,37,37201,372010006,"761-8002",0,0,"香川県","カガワケン","高松市","タカマツシ","生島町","イクシマチョウ",,,,,,,,,
760003800,37,37201,372010007,"760-0038",0,0,"香川県","カガワケン","高松市","タカマツシ","井口町","イグチマチ",,,,,,,,,
761044400,37,37201,372010008,"761-0444",0,0,"香川県","カガワケン","高松市","タカマツシ","池田町","イケダチョウ",,,,,,,,,
761808400,37,37201,372010009,"761-8084",0,0,"香川県","カガワケン","高松市","タカマツシ","一宮町","イチノミヤチョウ",,,,,,,,,
760007800,37,37201,372010010,"760-0078",0,0,"香川県","カガワケン","高松市","タカマツシ","今里町","イマザトチョウ",,,,,,,,,
760004300,37,37201,372010011,"760-0043",0,0,"香川県","カガワケン","高松市","タカマツシ","今新町","イマジンマチ",,,,,,,,,
761800500,37,37201,372010012,"761-8005",0,0,"香川県","カガワケン","高松市","タカマツシ","植松町","ウエマツチョウ",,,,,,,,,
760003400,37,37201,372010013,"760-0034",0,0,"香川県","カガワケン","高松市","タカマツシ","内町","ウチマチ",,,,,,,,,
760863900,37,37201,372010013,"760-8639",1,0,"香川県","カガワケン","高松市","タカマツシ","内町","ウチマチ",,,,,,"株式会社　三越　高松店","カブシキガイシヤ　ミツコシ　タカマツテン","内町７－１",
760858900,37,37201,372010013,"760-8589",1,0,"香川県","カガワケン","高松市","タカマツシ","内町","ウチマチ",,,,,,"株式会社　高松三越","カ）　タカマツミツコシ","内町７番１号",
761804400,37,37201,372010014,"761-8044",0,0,"香川県","カガワケン","高松市","タカマツシ","円座町","エンザチョウ",,,,,,,,,
761858500,37,37201,372010014,"761-8585",1,0,"香川県","カガワケン","高松市","タカマツシ","円座町","エンザチョウ",,,,,,"マックスバリュ西日本　株式会社　四国事務所","マツクスバリユニシニホン　カブシキガイシヤ　シコクジムシヨ","円座町１００１",
760001300,37,37201,372010015,"760-0013",0,0,"香川県","カガワケン","高松市","タカマツシ","扇町","オウギマチ",,,,,,,,,
760850200,37,37201,372010015,"760-8502",1,0,"香川県","カガワケン","高松市","タカマツシ","扇町","オウギマチ",,,,,,"セーラー広告　株式会社","セ－ラ－コウコク　カブシキガイシヤ","扇町２丁目７－２０",
760853600,37,37201,372010015,"760-8536",1,0,"香川県","カガワケン","高松市","タカマツシ","扇町","オウギマチ",,,,,,"新日本法規出版　株式会社　高松支社","シンニツポンホウキシユツパン　カブシキガイシヤ　タカマツシシヤ","扇町３丁目１４－１１",
761807400,37,37201,372010016,"761-8074",0,0,"香川県","カガワケン","高松市","タカマツシ","太田上町","オオタカミマチ",,,,,,,,,
761807300,37,37201,372010017,"761-8073",0,0,"香川県","カガワケン","高松市","タカマツシ","太田下町","オオタシモマチ",,,,,,,,,
761804700,37,37201,372010018,"761-8047",0,0,"香川県","カガワケン","高松市","タカマツシ","岡本町","オカモトチョウ",,,,,,,,,
760009100,37,37201,372010019,"760-0091",0,0,"香川県","カガワケン","高松市","タカマツシ","男木町","オギチョウ",,,,,,,,,
761043100,37,37201,372010020,"761-0431",0,0,"香川県","カガワケン","高松市","タカマツシ","小村町","オモレチョウ",,,,,,,,,
761170300,37,37201,372010021,"761-1703",0,0,"香川県","カガワケン","高松市","タカマツシ","香川町浅野","カガワチョウアサノ",,,,,,,,,
761170100,37,37201,372010022,"761-1701",0,0,"香川県","カガワケン","高松市","タカマツシ","香川町大野","カガワチョウオオノ",,,,,,,,,
761179400,37,37201,372010022,"761-1794",1,0,"香川県","カガワケン","高松市","タカマツシ","香川町大野","カガワチョウオオノ",,,,,,"香川県立　香川中央高等学校","カガワケンリツ　カガワチユウオウコウトウガツコウ","香川町大野２００１",
761179300,37,37201,372010022,"761-1793",1,0,"香川県","カガワケン","高松市","タカマツシ","香川町大野","カガワチョウオオノ",,,,,,"四国繊維販売　（株）","シコクセンイハンバイ　カブシキガイシヤ","香川町大野下中津２１３４－６",
761170400,37,37201,372010023,"761-1704",0,0,"香川県","カガワケン","高松市","タカマツシ","香川町川内原","カガワチョウカワナイハラ",,,,,,,,,
761170600,37,37201,372010024,"761-1706",0,0,"香川県","カガワケン","高松市","タカマツシ","香川町川東上","カガワチョウカワヒガシカミ",,,,,,,,,
761179500,37,37201,372010024,"761-1795",1,0,"香川県","カガワケン","高松市","タカマツシ","香川町川東上","カガワチョウカワヒガシカミ",,,,,,"高松市役所　香川支所","タカマツシヤクシヨ　カガワシシヨ","香川町川東上１８６５－１３",
761179200,37,37201,372010024,"761-1792",1,0,"香川県","カガワケン","高松市","タカマツシ","香川町川東上","カガワチョウカワヒガシカミ",,,,,,"四国松下設備機器　株式会社","シコクマツシタセツビキキ　カブシキガイシヤ","香川町川東上２６００",
761170500,37,37201,372010025,"761-1705",0,0,"香川県","カガワケン","高松市","タカマツシ","香川町川東下","カガワチョウカワヒガシシモ",,,,,,,,,
761170200,37,37201,372010026,"761-1702",0,0,"香川県","カガワケン","高松市","タカマツシ","香川町寺井","カガワチョウテライ",,,,,,,,,
761170700,37,37201,372010027,"761-1707",0,0,"香川県","カガワケン","高松市","タカマツシ","香川町東谷","カガワチョウヒガシタニ",,,,,,,,,
761170800,37,37201,372010028,"761-1708",0,0,"香川県","カガワケン","高松市","タカマツシ","香川町安原下","カガワチョウヤスハラシモ",,,,,,,,,
760002800,37,37201,372010029,"760-0028",0,0,"香川県","カガワケン","高松市","タカマツシ","鍛冶屋町","カジヤマチ",,,,,,,,,
760863000,37,37201,372010029,"760-8630",1,0,"香川県","カガワケン","高松市","タカマツシ","鍛冶屋町","カジヤマチ",,,,,,"株式会社　三菱東京ＵＦＪ銀行　高松支店","カブシキガイシヤ　ミツビシトウキヨウユ－エフジエイギンコウ　タカマツシテン","鍛冶屋町２－１",
760856400,37,37201,372010029,"760-8564",1,0,"香川県","カガワケン","高松市","タカマツシ","鍛冶屋町","カジヤマチ",,,,,,"全国健康保険協会　香川支部","ゼンコクケンコウホケンキヨウカイ　カガワシブ","鍛冶屋町３",
761010100,37,37201,372010030,"761-0101",0,0,"香川県","カガワケン","高松市","タカマツシ","春日町","カスガチョウ",,,,,,,,,
761019700,37,37201,372010030,"761-0197",1,0,"香川県","カガワケン","高松市","タカマツシ","春日町","カスガチョウ",,,,,,"四国コカ・コーラボトリング　（株）","シコクコカ・コ－ラボトリング　カブシキガイシヤ","春日町１３７８",
761019400,37,37201,372010030,"761-0194",1,0,"香川県","カガワケン","高松市","タカマツシ","春日町","カスガチョウ",,,,,,"四国高松学園","シコクタカマツガクエン","春日町９６０",
761019500,37,37201,372010030,"761-0195",1,0,"香川県","カガワケン","高松市","タカマツシ","春日町","カスガチョウ",,,,,,"株式会社　ＳＴＮｅｔ","カブシキガイシヤ　エステイネツト","春日町１７３５－３",
760004000,37,37201,372010031,"760-0040",0,0,"香川県","カガワケン","高松市","タカマツシ","片原町","カタハラマチ",,,,,,,,,
761808200,37,37201,372010032,"761-8082",0,0,"香川県","カガワケン","高松市","タカマツシ","鹿角町","カノツノチョウ",,,,,,,,,
761805600,37,37201,372010033,"761-8056",0,0,"香川県","カガワケン","高松市","タカマツシ","上天神町","カミテンジンチョウ",,,,,,,,,
761806400,37,37201,372010034,"761-8064",0,0,"香川県","カガワケン","高松市","タカマツシ","上之町","カミノチョウ",,,,,,,,,
761854100,37,37201,372010034,"761-8541",1,0,"香川県","カガワケン","高松市","タカマツシ","上之町","カミノチョウ",,,,,,"四電エンジニアリング　株式会社","ヨンデンエンジニアリング　カブシキガイシヤ","上之町３丁目１－４",
761858400,37,37201,372010034,"761-8584",1,0,"香川県","カガワケン","高松市","タカマツシ","上之町","カミノチョウ",,,,,,"株式会社　エフエム香川","カブシキガイシヤ　エフエムカガワ","上之町２丁目１番４３号",
761858100,37,37201,372010034,"761-8581",1,0,"香川県","カガワケン","高松市","タカマツシ","上之町","カミノチョウ",,,,,,"株式会社　瀬戸内海放送","カブシキガイシヤ　セトナイカイホウソウ","上之町２丁目１番４３号",
761030200,37,37201,372010035,"761-0302",0,0,"香川県","カガワケン","高松市","タカマツシ","上林町","カミハヤシチョウ",,,,,,,,,
761039400,37,37201,372010035,"761-0394",1,0,"香川県","カガワケン","高松市","タカマツシ","上林町","カミハヤシチョウ",,,,,,"谷口建設興業　株式会社","タニグチケンセツコウギヨウ　カブシキガイシヤ","上林町４７３－１",
760007700,37,37201,372010036,"760-0077",0,0,"香川県","カガワケン","高松市","タカマツシ","上福岡町","カミフクオカチョウ",,,,,,,,,
761805500,37,37201,372010037,"761-8055",0,0,"香川県","カガワケン","高松市","タカマツシ","紙町","カミマチ",,,,,,,,,
760005000,37,37201,372010038,"760-0050",0,0,"香川県","カガワケン","高松市","タカマツシ","亀井町","カメイチョウ",,,,,,,,,
760853800,37,37201,372010038,"760-8538",1,0,"香川県","カガワケン","高松市","タカマツシ","亀井町","カメイチョウ",,,,,,"四電ビジネス　株式会社","ヨンデンビジネス　カブシキガイシヤ","亀井町７番地９",
760865000,37,37201,372010038,"760-8650",1,0,"香川県","カガワケン","高松市","タカマツシ","亀井町","カメイチョウ",,,,,,"百十四ワークサポート　株式会社","ヒヤクジユウシワ－クサポ－ト　カブシキガイシヤ","亀井町７－１５",
760857600,37,37201,372010038,"760-8576",1,0,"香川県","カガワケン","高松市","タカマツシ","亀井町","カメイチョウ",,,,,,"株式会社　香川銀行","カブシキガイシヤ　カガワギンコウ","亀井町６－１",
760856100,37,37201,372010038,"760-8561",1,0,"香川県","カガワケン","高松市","タカマツシ","亀井町","カメイチョウ",,,,,,"鹿島建設　株式会社　四国支店","カジマケンセツ　カブシキガイシヤ　シコクシテン","亀井町１－３",
760857400,37,37201,372010038,"760-8574",1,0,"香川県","カガワケン","高松市","タカマツシ","亀井町","カメイチョウ",,,,,,"株式会社　百十四銀行","カブシキガイシヤ　ヒヤクジユウシギンコウ","亀井町５－１",
760851700,37,37201,372010038,"760-8517",1,0,"香川県","カガワケン","高松市","タカマツシ","亀井町","カメイチョウ",,,,,,"豊田通商　株式会社　高松営業所","トヨタツウシヨウ　カブシキガイシヤ　タカマツエイギヨウシヨ","亀井町２－１朝日生命ビル７階",
760000600,37,37201,372010039,"760-0006",0,0,"香川県","カガワケン","高松市","タカマツシ","亀岡町","カメオカチョウ",,,,,,,,,
761032300,37,37201,372010040,"761-0323",0,0,"香川県","カガワケン","高松市","タカマツシ","亀田町","カメダチョウ",,,,,,,,,
761043200,37,37201,372010041,"761-0432",0,0,"香川県","カガワケン","高松市","タカマツシ","亀田南町","カメダミナミマチ",,,,,,,,,
761044300,37,37201,372010042,"761-0443",0,0,"香川県","カガワケン","高松市","タカマツシ","川島東町","カワシマヒガシマチ",,,,,,,,,
761044200,37,37201,372010043,"761-0442",0,0,"香川県","カガワケン","高松市","タカマツシ","川島本町","カワシマホンマチ",,,,,,,,,
761804600,37,37201,372010044,"761-8046",0,0,"香川県","カガワケン","高松市","タカマツシ","川部町","カワナベチョウ",,,,,,,,,
760005200,37,37201,372010045,"760-0052",0,0,"香川県","カガワケン","高松市","タカマツシ","瓦町","カワラマチ",,,,,,,,,
760862100,37,37201,372010045,"760-8621",1,0,"香川県","カガワケン","高松市","タカマツシ","瓦町","カワラマチ",,,,,,"株式会社　愛媛銀行　高松支店","カブシキガイシヤ　エヒメギンコウ　タカマツシテン","瓦町１丁目２－３",
760862300,37,37201,372010045,"760-8623",1,0,"香川県","カガワケン","高松市","タカマツシ","瓦町","カワラマチ",,,,,,"商工組合中央金庫　高松支店","シヨウコウクミアイチユウオウキンコ　タカマツシテン","瓦町１丁目３－８",
760866800,37,37201,372010045,"760-8668",1,0,"香川県","カガワケン","高松市","タカマツシ","瓦町","カワラマチ",,,,,,"高松信用金庫","タカマツシンヨウキンコ","瓦町１丁目９－２",
760007600,37,37201,372010046,"760-0076",0,0,"香川県","カガワケン","高松市","タカマツシ","観光町","カンコウチョウ",,,,,,,,,
761857800,37,37201,372010046,"761-8578",1,0,"香川県","カガワケン","高松市","タカマツシ","観光町","カンコウチョウ",,,,,,"株式会社　ディノス・セシール　高松本社","カブシキガイシヤ　デイノス・セシ－ル　タカマツホンシヤ","観光町５４５－３",
760005500,37,37201,372010047,"760-0055",0,0,"香川県","カガワケン","高松市","タカマツシ","観光通","カンコウドオリ",,,,,,,,,
760862600,37,37201,372010047,"760-8626",1,0,"香川県","カガワケン","高松市","タカマツシ","観光通","カンコウドオリ",,,,,,"徳島銀行　高松支店","トクシマギンコウ　タカマツシテン","観光通２丁目５－２５",
760851800,37,37201,372010047,"760-8518",1,0,"香川県","カガワケン","高松市","タカマツシ","観光通","カンコウドオリ",,,,,,"四国機器　株式会社","シコクキキ　カブシキガイシヤ","観光通２丁目２－１５",
760008000,37,37201,372010048,"760-0080",0,0,"香川県","カガワケン","高松市","タカマツシ","木太町","キタチョウ",,,,,,,,,
760003100,37,37201,372010049,"760-0031",0,0,"香川県","カガワケン","高松市","タカマツシ","北浜町","キタハマチョウ",,,,,,,,,
761802600,37,37201,372010050,"761-8026",0,0,"香川県","カガワケン","高松市","タカマツシ","鬼無町鬼無","キナシチョウキナシ",,,,,,,,,
761802100,37,37201,372010051,"761-8021",0,0,"香川県","カガワケン","高松市","タカマツシ","鬼無町是竹","キナシチョウコレタケ",,,,,,,,,
761802300,37,37201,372010052,"761-8023",0,0,"香川県","カガワケン","高松市","タカマツシ","鬼無町佐藤","キナシチョウサトウ",,,,,,,,,
761802200,37,37201,372010053,"761-8022",0,0,"香川県","カガワケン","高松市","タカマツシ","鬼無町佐料","キナシチョウサリョウ",,,,,,,,,
761802400,37,37201,372010054,"761-8024",0,0,"香川県","カガワケン","高松市","タカマツシ","鬼無町藤井","キナシチョウフジイ",,,,,,,,,
761802500,37,37201,372010055,"761-8025",0,0,"香川県","カガワケン","高松市","タカマツシ","鬼無町山口","キナシチョウヤマグチ",,,,,,,,,
760007500,37,37201,372010056,"760-0075",0,0,"香川県","カガワケン","高松市","タカマツシ","楠上町","クスガミチョウ",,,,,,,,,
761801100,37,37201,372010057,"761-8011",0,0,"香川県","カガワケン","高松市","タカマツシ","香西北町","コウザイキタマチ",,,,,,,,,
761801500,37,37201,372010058,"761-8015",0,0,"香川県","カガワケン","高松市","タカマツシ","香西西町","コウザイニシマチ",,,,,,,,,
761801300,37,37201,372010059,"761-8013",0,0,"香川県","カガワケン","高松市","タカマツシ","香西東町","コウザイヒガシマチ",,,,,,,,,
761801200,37,37201,372010060,"761-8012",0,0,"香川県","カガワケン","高松市","タカマツシ","香西本町","コウザイホンマチ",,,,,,,,,
761801400,37,37201,372010061,"761-8014",0,0,"香川県","カガワケン","高松市","タカマツシ","香西南町","コウザイミナミマチ",,,,,,,,,
761803100,37,37201,372010062,"761-8031",0,0,"香川県","カガワケン","高松市","タカマツシ","郷東町","ゴウトウチョウ",,,,,,,,,
761858200,37,37201,372010062,"761-8582",1,0,"香川県","カガワケン","高松市","タカマツシ","郷東町","ゴウトウチョウ",,,,,,"株式会社　サンキ","カブシキガイシヤ　サンキ","郷東町４６８－１",
761855100,37,37201,372010062,"761-8551",1,0,"香川県","カガワケン","高松市","タカマツシ","郷東町","ゴウトウチョウ",,,,,,"株式会社　フソウ　四国支店","カブシキカイシヤ　フソウ　シコクシテン","郷東町７９２－８",
761140500,37,37201,372010063,"761-1405",0,0,"香川県","カガワケン","高松市","タカマツシ","香南町池内","コウナンチョウイケノウチ",,,,,,,,,
761149400,37,37201,372010063,"761-1494",1,0,"香川県","カガワケン","高松市","タカマツシ","香南町池内","コウナンチョウイケノウチ",,,,,,"株式会社　レクザム　香川工場","カブシキガイシヤ　レクザム　カガワコウジヨウ","香南町池内９５８",
761140100,37,37201,372010064,"761-1401",0,0,"香川県","カガワケン","高松市","タカマツシ","香南町岡","コウナンチョウオカ",,,,,,,,,
761140600,37,37201,372010065,"761-1406",0,0,"香川県","カガワケン","高松市","タカマツシ","香南町西庄","コウナンチョウニシノショウ",,,,,,,,,
761140200,37,37201,372010066,"761-1402",0,0,"香川県","カガワケン","高松市","タカマツシ","香南町由佐","コウナンチョウユサ",,,,,,,,,
761149200,37,37201,372010066,"761-1492",1,0,"香川県","カガワケン","高松市","タカマツシ","香南町由佐","コウナンチョウユサ",,,,,,"高松空港事務所","タカマツクウコウジムシヨ","香南町由佐３４７３－３",
761149300,37,37201,372010066,"761-1493",1,0,"香川県","カガワケン","高松市","タカマツシ","香南町由佐","コウナンチョウユサ",,,,,,"高松市役所　香南支所","タカマツシヤクシヨ　コウナンシシヨ","香南町由佐１１７２",
761140400,37,37201,372010067,"761-1404",0,0,"香川県","カガワケン","高松市","タカマツシ","香南町横井","コウナンチョウヨコイ",,,,,,,,,
761858900,37,37201,372010067,"761-8589",1,0,"香川県","カガワケン","高松市","タカマツシ","香南町横井","コウナンチョウヨコイ",,,,,,"株式会社　アイム","カブシキガイシヤ　アイム","香南町横井４６０－１",
761140300,37,37201,372010068,"761-1403",0,0,"香川県","カガワケン","高松市","タカマツシ","香南町吉光","コウナンチョウヨシミツ",,,,,,,,,
769010500,37,37201,372010069,"769-0105",0,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町柏原","コクブンジチョウカシハラ",,,,,,,,,
769010200,37,37201,372010070,"769-0102",0,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町国分","コクブンジチョウコクブ",,,,,,,,,
769019800,37,37201,372010070,"769-0198",1,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町国分","コクブンジチョウコクブ",,,,,,"株式会社　マルヨシセンター","カブシキガイシヤ　マルヨシセンタ－","国分寺町国分３６７－１",
769019700,37,37201,372010070,"769-0197",1,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町国分","コクブンジチョウコクブ",,,,,,"（株）　カワイ","カブシキガイシヤ　カワイ","国分寺町国分８９０－１",
769010400,37,37201,372010071,"769-0104",0,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町新名","コクブンジチョウシンミョウ",,,,,,,,,
761858800,37,37201,372010071,"761-8588",1,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町新名","コクブンジチョウシンミョウ",,,,,,"株式会社　Ｊコンテンツ","カブシキガイシヤ　ジエイコンテンツ","国分寺町新名６９４－１",
769019400,37,37201,372010071,"769-0194",1,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町新名","コクブンジチョウシンミョウ",,,,,,"四国松下ライフエレクトロニクス　株式会社","シコクマツシタライフエレクトロニクス　カブシキガイシヤ","国分寺町新名６６３－１",
769010100,37,37201,372010072,"769-0101",0,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町新居","コクブンジチョウニイ",,,,,,,,,
769019500,37,37201,372010072,"769-0195",1,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町新居","コクブンジチョウニイ",,,,,,"加藤産業　株式会社　高松支店","カトウサンギヨウ　カブシキガイシヤ　タカマツシテン","国分寺町新居１４１６",
769019200,37,37201,372010072,"769-0192",1,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町新居","コクブンジチョウニイ",,,,,,"高松市役所　国分寺支所","タカマツシヤクシヨ　コクブンジシシヨ","国分寺町新居１２９８番地",
769010300,37,37201,372010073,"769-0103",0,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町福家","コクブンジチョウフケ",,,,,,,,,
769019300,37,37201,372010073,"769-0193",1,0,"香川県","カガワケン","高松市","タカマツシ","国分寺町福家","コクブンジチョウフケ",,,,,,"四国アルフレッサ　株式会社","シコクアルフレツサ　カブシキガイシヤ","国分寺町福家甲１２５５番地１０",
760002300,37,37201,372010074,"760-0023",0,0,"香川県","カガワケン","高松市","タカマツシ","寿町","コトブキチョウ",,,,,,,,,
760863400,37,37201,372010074,"760-8634",1,0,"香川県","カガワケン","高松市","タカマツシ","寿町","コトブキチョウ",,,,,,"三菱商事　株式会社　四国支店","ミツビシシヨウジ　カブシキガイシヤ　シコクシテン","寿町１丁目１－８",
760859000,37,37201,372010074,"760-8590",1,0,"香川県","カガワケン","高松市","タカマツシ","寿町","コトブキチョウ",,,,,,"日本年金機構　中央年金センター","ニツポンネンキンキコウ　チユウオウネンキンセンタ－","寿町２丁目１番１号高松第一生命ビルディング新館２階",
760862000,37,37201,372010074,"760-8620",1,0,"香川県","カガワケン","高松市","タカマツシ","寿町","コトブキチョウ",,,,,,"日本銀行　高松支店","ニホンギンコウ　タカマツシテン","寿町２丁目１－６",
760853300,37,37201,372010074,"760-8533",1,0,"香川県","カガワケン","高松市","タカマツシ","寿町","コトブキチョウ",,,,,,"清水建設　株式会社　四国支店","シミズケンセツ　カブシキガイシヤ　シコクシテン","寿町２丁目４番５号",
760864400,37,37201,372010074,"760-8644",1,0,"香川県","カガワケン","高松市","タカマツシ","寿町","コトブキチョウ",,,,,,"香川県　信用農業協同組合連合会","カガワケン　シンヨウノウギヨウキヨウドウクミアイレンゴウカイ","寿町１丁目３－６",
760865500,37,37201,372010074,"760-8655",1,0,"香川県","カガワケン","高松市","タカマツシ","寿町","コトブキチョウ",,,,,,"第一生命保険相互会社　高松支社","ダイイチセイメイホケンソウゴガイシヤ　タカマツシシヤ","寿町２丁目１－１",
760004400,37,37201,372010075,"760-0044",0,0,"香川県","カガワケン","高松市","タカマツシ","御坊町","ゴボウマチ",,,,,,,,,
760002700,37,37201,372010076,"760-0027",0,0,"香川県","カガワケン","高松市","タカマツシ","紺屋町","コンヤマチ",,,,,,,,,
760861800,37,37201,372010076,"760-8618",1,0,"香川県","カガワケン","高松市","タカマツシ","紺屋町","コンヤマチ",,,,,,"信金中央金庫　四国支店","シンキンチユウオウキンコ　シコクシテン","紺屋町２－６",
760862500,37,37201,372010076,"760-8625",1,0,"香川県","カガワケン","高松市","タカマツシ","紺屋町","コンヤマチ",,,,,,"ＳＭＢＣ日興証券　株式会社　高松支店","エスエムビ－シ－ニツコウシヨウケン　カブシキガイシヤ　タカマツシテン","紺屋町２－６",
760000400,37,37201,372010077,"760-0004",0,0,"香川県","カガワケン","高松市","タカマツシ","西宝町","サイホウチョウ",,,,,,,,,
760858800,37,37201,372010077,"760-8588",1,0,"香川県","カガワケン","高松市","タカマツシ","西宝町","サイホウチョウ",,,,,,"株式会社　四電工　香川支店","カブシキガイシヤ　ヨンデンコウ　カガワシテン","西宝町１丁目８－２４",
760001600,37,37201,372010078,"760-0016",0,0,"香川県","カガワケン","高松市","タカマツシ","幸町","サイワイチョウ",,,,,,,,,
760852500,37,37201,372010078,"760-8525",1,0,"香川県","カガワケン","高松市","タカマツシ","幸町","サイワイチョウ",,,,,,"国立大学法人　香川大学　附属図書館","コクリツダイガクホウジン　カガワダイガク　フゾクトシヨカン","幸町１－１",
760852200,37,37201,372010078,"760-8522",1,0,"香川県","カガワケン","高松市","タカマツシ","幸町","サイワイチョウ",,,,,,"国立大学法人　香川大学　教育学部","コクリツダイガクホウジン　カガワダイガク　キヨウイクガクブ","幸町１－１",
760852100,37,37201,372010078,"760-8521",1,0,"香川県","カガワケン","高松市","タカマツシ","幸町","サイワイチョウ",,,,,,"国立大学法人　香川大学　事務局","コクリツダイガクホウジン　カガワダイガク　ジムキヨク","幸町１－１",
760852300,37,37201,372010078,"760-8523",1,0,"香川県","カガワケン","高松市","タカマツシ","幸町","サイワイチョウ",,,,,,"国立大学法人　香川大学　法学部・経済学部","コクリツダイガクホウジン　カガワダイガク　ホウガクブ・ケイザイガクブ","幸町２－１",
760007400,37,37201,372010079,"760-0074",0,0,"香川県","カガワケン","高松市","タカマツシ","桜町","サクラマチ",,,,,,,,,
761807200,37,37201,372010080,"761-8072",0,0,"香川県","カガワケン","高松市","タカマツシ","三条町","サンジョウチョウ",,,,,,,,,
760001900,37,37201,372010081,"760-0019",0,0,"香川県","カガワケン","高松市","タカマツシ","サンポート","サンポート",,,,,,,,,
760854700,37,37201,372010081,"760-8547",1,0,"香川県","カガワケン","高松市","タカマツシ","サンポート","サンポート",,,,,,"株式会社　エヌ・ティ・ティ・ドコモ　四国支社","カブシキガイシヤ　エヌ・テイ・テイ・ドコモ　シコクシシヤ","サンポート２番１号",
760851200,37,37201,372010081,"760-8512",1,0,"香川県","カガワケン","高松市","タカマツシ","サンポート","サンポート",,,,,,"四国経済産業局","シコクケイザイサンギヨウキヨク","サンポート３－３３",
760855000,37,37201,372010081,"760-8550",1,0,"香川県","カガワケン","高松市","タカマツシ","サンポート","サンポート",,,,,,"四国財務局","シコクザイムキヨク","サンポート３番３３号高松サンポート合同庁舎（南館６階７階）",
760855400,37,37201,372010081,"760-8554",1,0,"香川県","カガワケン","高松市","タカマツシ","サンポート","サンポート",,,,,,"四国地方整備局","シコクチホウセイビキヨク","サンポート３番３３号",
761808300,37,37201,372010082,"761-8083",0,0,"香川県","カガワケン","高松市","タカマツシ","三名町","サンミョウチョウ",,,,,,,,,
760001500,37,37201,372010083,"760-0015",0,0,"香川県","カガワケン","高松市","タカマツシ","紫雲町","シウンチョウ",,,,,,,,,
760006200,37,37201,372010084,"760-0062",0,0,"香川県","カガワケン","高松市","タカマツシ","塩上町","シオガミチョウ",,,,,,,,,
761161400,37,37201,372010085,"761-1614",0,0,"香川県","カガワケン","高松市","タカマツシ","塩江町上西乙","シオノエチョウカミニシオツ",,,,,,,,,
761161300,37,37201,372010086,"761-1613",0,0,"香川県","カガワケン","高松市","タカマツシ","塩江町上西甲","シオノエチョウカミニシコウ",,,,,,,,,
761161100,37,37201,372010087,"761-1611",0,0,"香川県","カガワケン","高松市","タカマツシ","塩江町安原上","シオノエチョウヤスハラカミ",,,,,,,,,
761161200,37,37201,372010088,"761-1612",0,0,"香川県","カガワケン","高松市","タカマツシ","塩江町安原上東","シオノエチョウヤスハラカミヒガシ",,,,,,,,,
